IP,Hostname,Anti-clickjacking,X-XSS-Protection,No CGI Directories found,valid response with junk HTTP,Allowed HTTP Methods,which may suggest a WAF,shellshock,OSVDB-637,OSVDB-578
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
51.91.19.20,deaflawyers.org.uk,1,1,0,0,0,0,0,0,0
51.91.19.20,deaflawyers.org.uk,1,1,0,0,0,0,0,0,0
51.91.19.20,deaflawyers.org.uk,1,1,0,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
192.185.198.12,millwoodoutdoorfurniture.com.au,1,1,1,0,0,0,0,0,0
34.102.136.180,www.dojo-arcade.com,1,1,1,0,0,0,0,0,0
208.91.197.27,000o5eh.wcomhost.com,1,1,1,0,0,0,0,0,0
198.54.117.217,www.bukupilihan.com,1,1,0,0,0,0,0,0,0
46.166.184.102,www.births.cloudns.asia,1,1,1,1,0,0,0,0,0
5.57.226.202,servicesemconfra.webcindario.com,1,1,1,0,0,0,0,0,0
162.241.24.101,meekandgav.com,1,1,1,0,1,0,0,0,0
5.57.226.202,bankofamericann.webcindario.com,1,1,1,0,0,0,0,0,0
178.128.117.90,tokokainbandung.com,1,1,0,1,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
5.57.226.202,servicesemconfra.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,servicesemconfra.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,servicesemconfra.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,servicesemconfra.webcindario.com,1,1,1,0,0,0,0,0,0
132.148.222.163,cypressandspruce.com,1,1,1,0,0,0,0,0,0
67.43.11.67,reclaimyourlife.ca,1,1,0,0,0,0,0,0,0
67.43.11.67,reclaimyourlife.ca,1,1,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
157.7.107.71,yuukayamada-art-leciel-sky.com,1,1,1,0,0,1,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
216.10.246.131,magento-websitedesign.com,1,1,1,0,1,1,0,0,0
34.102.136.180,dojo-arcade.com,1,1,1,0,0,0,0,0,0
167.89.123.54,link.email.bulbhead.com,1,1,1,0,0,0,0,0,0
34.102.136.180,www.dojo-arcade.com,1,1,1,0,0,0,0,0,0
104.28.6.109,optimustelecomm.com,1,1,1,0,0,0,0,0,0
104.28.6.109,optimustelecomm.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
5.187.5.101,gold.am,1,1,1,0,0,0,0,0,0
74.220.219.183,www.selfstorageofshepherdstown.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.254.185.4,littleneko.com,1,1,1,0,0,0,0,0,0
192.185.30.211,seniorshare.net,1,1,1,0,0,0,0,0,0
64.39.224.251,mitausa.com,1,1,1,0,0,0,0,0,0
64.39.224.251,mitausa.com,1,1,1,0,0,0,0,0,0
51.91.31.221,ruansa.com.ve,1,1,1,0,0,0,0,0,0
51.91.31.221,ruansa.com.ve,1,1,1,0,0,0,0,0,0
23.228.86.247,edvip.com,1,1,1,0,0,0,0,0,0
151.106.5.173,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.147,tidatip.com,1,1,0,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
104.16.53.111,conradsupport-getgoods.zendesk.com,1,1,0,0,0,0,0,0,0
193.0.142.47,laguna.ua,1,1,1,0,1,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
157.7.107.71,yuukayamada-art-leciel-sky.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericamx.webcindario.com,1,1,1,0,0,0,0,0,0
110.44.112.22,nascoit.org.np,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
34.98.99.30,whatsapp-de.com,1,1,1,0,0,0,0,0,0
34.98.99.30,whatsapp-de.com,1,1,1,0,0,0,0,0,0
34.98.99.30,whatsapp-de.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
5.23.51.100,blagovest-elista.ru,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
78.47.15.109,hotel-moa-berlin.de,1,1,1,0,0,0,0,0,0
162.241.154.215,antiguarealtors.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
157.7.107.71,yuukayamada-art-leciel-sky.com,1,1,1,0,0,0,0,0,0
103.224.182.246,asbltd.online,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
204.11.56.48,checkout18.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
13.35.145.90,ho8c8.app.link,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
103.224.182.246,billrg.online,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
192.185.198.12,mail.millwoodoutdoorfurniture.com.au,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
209.126.105.197,www.outlook.coil-guitars.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.185.16.50,mail.glenwoodgolf.com,1,1,1,0,0,0,0,0,0
50.87.144.64,www.mycareerme.com,1,1,1,1,0,0,0,1,1
50.87.144.64,www.mycareerme.com,1,1,1,1,0,0,0,1,1
50.87.144.64,www.mycareerme.com,1,1,1,1,0,0,0,1,1
165.3.103.37,pay-girl.freeav1.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
109.197.244.194,autodiscover.araplnpc.org,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
157.7.107.71,yuukayamada-art-leciel-sky.com,1,1,1,0,0,1,0,0,0
165.3.103.37,pay-girl.freeav1.com,1,1,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
107.182.225.170,bsbmed.stylemix.biz,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
64.29.151.221,test.bcitech.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
104.18.40.138,www.sulamalisjakarta.id,1,1,1,0,0,0,0,0,0
103.224.182.249,banorte.xyz,1,1,1,0,0,0,0,0,0
103.224.182.249,banorte.xyz,1,1,1,0,0,0,0,0,0
165.3.103.37,pay-girl.freeav1.com,1,1,0,0,0,0,0,0,0
34.98.99.30,www.abhinavdhar.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
5.57.226.202,ultralineservi.webcindario.com,1,1,1,0,0,0,0,0,0
67.225.152.102,www.arubabeachclub.net,1,1,0,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
187.157.25.158,exchange.nets.uno,1,1,1,0,1,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
85.10.213.180,www.freiewelt.net,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,www.hipphardwareplus.com,1,1,1,0,0,0,0,0,0
162.215.248.59,invest.diggingonline.net,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hipphardwareplus.com,1,1,1,0,0,0,0,0,0
66.96.147.112,mcgrathspub.net,1,1,1,0,1,1,0,0,0
162.241.48.172,lydiareboucas.com.br,1,1,1,0,1,0,0,0,0
166.62.28.103,primmvogue.com,1,1,1,0,1,0,0,0,0
108.167.181.8,www.energysolutions.hk.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
91.195.240.117,www.modernstudioart.com,1,1,1,0,0,0,0,1,1
108.167.133.28,viralsplurge.com,1,1,1,0,0,0,0,0,0
34.98.99.30,servicoenel.com,1,1,1,0,0,0,0,0,0
34.98.99.30,servicoenel.com,1,1,1,0,0,0,0,0,0
166.62.27.186,vmv-solutions.com,1,1,1,1,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
192.124.249.52,www.boundingbox.in,0,0,0,0,0,0,0,0,0
192.124.249.52,www.boundingbox.in,0,0,0,0,0,0,0,0,0
192.124.249.52,www.boundingbox.in,0,0,0,0,0,0,0,0,0
192.124.249.52,www.boundingbox.in,0,0,0,0,0,0,0,0,0
192.124.249.52,www.boundingbox.in,0,0,0,0,0,0,0,0,0
5.57.226.202,bankofamericatec.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
5.57.226.202,coastboa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,coastboa.webcindario.com,1,1,1,0,0,0,0,0,0
185.190.83.2,99838873.b-cdn.net,1,1,1,0,0,1,0,0,0
185.190.83.2,99838873.b-cdn.net,1,1,1,0,0,1,0,0,0
166.62.27.186,grenglo.com,1,1,1,1,0,0,0,0,0
185.31.76.104,guldager-symaskiner.dk,1,1,1,1,0,0,0,0,0
54.37.11.217,deltaweb.be,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,0,0,0,0
148.72.212.116,basundhara.org.in,1,1,1,0,1,0,0,0,0
148.72.212.116,basundhara.org.in,1,1,1,0,1,0,0,0,0
5.57.226.202,coastboa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,coastboa.webcindario.com,1,1,1,0,0,0,0,0,0
110.44.112.22,nascoit.org.np,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
103.250.232.162,waikowhaiauto.co.nz,1,1,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
